name,description
Harmony,
Harold,
Harpo,
Harriet,
Harris,
Harrison Radar Jones,
Harry,
Harry Bottomhiggen,
Harry Little Hero,
Harry Potter,
Harvard J,
Harvest,
Harvey,
Harvey Wallbanger,
Has en pheffer,
Hasa,"German, “bunny”"
Hasenpfeffer,Hos
Hathor,
Hattie,
Hatty,
Havel,
Havoc,
Hawk,
Hawthorn,
Hay,
Haydn,
Haystack,
Hazard,
Haze,
Hazel,
Hazelnut,
Hazelnut Without the Nut,H.W.T.N.
Hazey,
Hazy,
Heath,
Heather,
Heaven Bound,
Hector,
Hedda,
Hefner,short for Hugh Hefner
Heidi,
Hello,
Heloise,
Hemingway,
Henrietta,
Henry,
Hephaesta,
Her Grace,
Hera,
Herbert,
Herbie,
Hercules,
Herman,
Hermione,
Hero,
Hershey,
Hershey Kiss,
Hetty,Harebell
Hey,
Hickory Dickory Dock,
Hilary,Hillary
Hilbert,
Hilda,
Hip,
Hip Hop,
Hiphopicus,
Hippityhoppity Hippity Hoppity,
Hippolito,
Hippy,
Hiroshi,
Hobbs,
Hobo,
Hobson,
Hocus,
Holly,
Homeboy,
Homer,
Homey,
Honda,
Honea Bunn,
Honey,
Honey Bun,
Honey Bunny,
Honey Nut,
Honeybear,
Honeyblossom,
Honeybun,
Honeybunch,
Honeybunny,
HoneydaBunny,
Honeydew,
Honeymoon,
Honeysuckle,
Hooch,
Hoochie,
Hoot,
Hooter,
Hoover,
Hop,
Hop Along,
Hop Along Cassidy,"Cassy or Cassidy for short"
Hopalong Cassidy,
Hope,
Hopgood,
Hophazard,
Hopi,
Hopkin,Hopkins
Hopper,
Hoppity,
Hoppy,
Hoppy Gilmore,
Hops,
Hopscotch,
Hopup,
Horace,Horrie
Horatio,
Horror,
Hortensia,
Hoshi,"Japanese, “star”"
Hot Cross Bun,
Hot Dog,
Hot Fudge,
Hot Lips,
Hot Rod,
Hotlips Harold,Hotlips
Hotshot,
Houdini,
Hounddog,
Howard,
Howie,
Hubie,
Huck,
Huckleberry,
Huckleberry Bunn,
Hucklebunny Finn,
Hudson,
Huey,
Huff,
Huggie,
Huggy,
Huggy Bunny,
Hugh,
Hugo,
Hugo Pugo,pronounced “poo go”
Hugs,
Humbug,
Humphrey,
Humpty,
Hungry,
Hunny,
Hunny bunny,
HunnyBunny,
Hunter,
Huntington,
Huntley,
Hurricane Maggie,
Husky,
Hustle,
Hutch,
Huxtable,Hux
Hyacinth,
Hyde,
Ice,
Ice Man,
Iceis,
Icey,
Icy,
Ife,
Iggy,
Ike,
Illusion,
Illusions,
Ilsa,
Image,
Imogen,
Impress,
Impression,
Independence,
Indi,
India,
Indie,
Indigo,
Indy,
Indy-500,
Inez,
Inkberry,
Inkblot,
Inky,
Ioana,
Iodine,
Iota,
IPA,a hoppy beer
Irena,
Iris,
Irish,
Isaac,
Isabella,
Isabelle,
Isadora,
Isaiah,
Ishmael,
Isidoro,
Isis,
Islay J,
Isobel,
Isobella,
Isotta,
It's sooo cute!,
Ivan,
Ivory,
Ivy,
Iz,
Izzie,
Izzy,
J.J.,
J.W.,
Jabori,
Jacinda,
Jack,
Jack Black,
Jack Daniels,
Jack Frost,
Jack Pot,
Jack Rabbit,
Jackalope,
Jackaroo,Jack for short
Jack-Daniels,
Jackie,
Jackie Chan,
Jackman,
Jacko,
Jackpot,
Jackson,
Jacob,
Jacob Hunter,
Jacqueline Bunassis,
Jacques,
Jada,
Jade,
Jaden,
Jaeger,
Jaffa,
Jaffa Cake,
Jag,
Jaimie,
JaJae,
Jake,
Jake the Moe,
Jam,
Jamal Mordecai Buns,
James,
James Bond,
James Dean,
Jamie,
Jam-Jam,
Jana,
Janah,
Jane,
Janet,
Jango,
Janis Hoplin,
Janis Loplin,
Jap,from Eve Kirkham
JarJar Binks,
Jarvis,
Jasmine,
Jason,
Jasper,Carrot
Java,
Jax,
Jay,
Jazz,
Jazzabelle,
Jazzie,
Jazzy,
Jeanet,
Jed,
Jedi,
Jeeves,
Jefferson Airplane,
Jellbean,
Jelli,
Jelly,
Jelly Bean,
Jelly Belly,
Jellybean,
Jemima,
Jendi,
Jenise,
Jenna,
Jennifer,bunny spelling: “Jennifur”
Jennifer Lop,Lopez
Jennifurr,
Jennika,
Jennings,
Jenny Bun,
Jenny Lynn,
Jenson,
Jeremy,
Jerome,
Jeronimo,
Jerry,
Jersey,
Jerzee,
Jessamine,
Jesse,
Jessi,
Jessica,
Jessica Rabbit,
Jessie,
Jester,
Jesus,Spanish pronunciation
Jeszy,pronounced Jeh-zee
Jet,
Jetsam,
Jett,
Jetta,
Jette,
Jewel,
Jewlz,
Jezabell,
Jezibell,
Jiffy,
Jigga,
Jigger,
Jiggly Puff,
Jillian,
Jilly,
Jim,
Jimbo,
Jimi,
Jimmy,
Jingle Bell,
Jingle Bells,
Jinja,
Jinkx,
Jinx,
Jinxerella Woowoo,
Jinxy,
Jitterbug,
Jitters,
Jo,
Jo Jo,
Joanna,
Jock,
Jodie,
Jody,
Joe Bunny,
Joe Friday,
Joey,
Joey Bunano,
Johanna,
John,
John Wayne,
Johnnie,
Johnny,
Johnny Bravo,
Johnny Conquest,
Johnson,
Jo-Jo,
Joker,
Jon Claude,
Jordan,
Jordy,
Jorge,
Jose,
Joseph,
Joseph Anthony,
Josephine,
Josetto,
Josh,
Josie,
Joy,
Joyful,
Jozef,
JR,
Jr.,
Jubjub,
Judah,
Jude,
Judy,
Jughead,
Jules,
Julia,
Julie Ann,
Julien,
Juliet,
Julius-Precious BooLoo,
Jummy,
Jumper,
Jumpin' High,
Jumpin' Jack Flash,
Juni,
Junior,
Juniper,
Juniper Hops,
Jupiter,
Just A Lady,
Just Fine,
Justice,
Justin,
Justine,
Jynx,
Kabba,
Kacey,
Ka-Dargo,
Kaelum,
Kagnee,
Kahlan,
Kahlua,
Kahoku,
Kai,
Kai Lani,
Kaila,
Kailee,
Kaine,
Kaiser,
Kaiser Soze,
Kala,
Kalecio,
Kali,
Kali Marie,
Kaliope,
Kalli,
Kallie,
Kalulu,
Kamikaze,
Kammanche,
Kandi Girl,
Kandie,
Kanga,
Kaninus,
Kaori,
Kaos,
Kapatchie,
Kappa,
Karamel,
Karel,
Kari,
Karl,
Kasey,
Kat,
Kate,
Katie,
Katie-Kat,
Katool,
Katrinka,
Katurah,
Katy,
Kawalla,
Kaya,
Kayla,
Kaylee,
Kayser,
KC,
Keano,
Keeper,
Keeta,
Keiko,
Keiran,
Keisha,
Kekili,
Kellogg,
Kelly,
Kelpe,
Kemba,
Kennedy,
Kenny,
Keno,
Kenoj,
Kensey,
Kenya,
Kenzie,
Kerby,
Kermit,
Kes,
Kesha,
Keswick,
Ketem,
Keturah (Turi),
Kev,
Kevin,
Kevyn,
Khana,
Khazar,
Ki,
Kibbles,
Kicker,
Kid,
Kiera,
Kieren,
Kiiwi,
Kikat,
Kiki,
Killer,
Killian,
Kim,
Kimba,
Kimmi,
King,
King Grub,
Kink,
Kioko,
Kiowa,
Kip,
Kipper,
Kirby,
Kiri,
Kisa,"Russian, “cat”"
Kisham,
Kiska,
Kiss,
Kisses,
Kissin,
Kita,
Kito,
Kitten,
Kitten Bunny,
Kiwi,Tabitha
Knight,
Knockout,
Knuckie,
Knufflebunny,
Koa,
Koal,
Kobe,
Kobi,
Kodi,
Kodiak,
Kody,
Koko Black,
Koko kitty,
Kokomo,
Kolli,
Komet,
Komokai,
Kona,
Koo Koo,
Kory,
Kosmo,
Kotten,
Koyo Bun Gah,
Krackle,
Kramer,
Kringle,
Krispy,
Krissy,Kriss
Kristal,
Krystal,
Kuki,
Kulu,
Kung Pao,
Kuni,
Kuno,
Kuroyuki,
Kwiggly,
Kylie,
Kyndred,
Kyra,
Labatt,
Label,
Lace,
Lacey,
Lacey the Witches hare,
Lacy,
Ladd,
Laddie,
Lady,
Lady Arabella Murder Bunnington,Arabella
Lady Arwen Flopsy Eveningstar,
Lady Cheyne,
Lady Guinevere,
Lady Jane Grey,Janey
Lady Luck,
Lady Matilda Marie the Divine,
Lady Pancakes McFluffy,
Lady Peek-at-You,
Ladybug,
Lager,
Laika,
Laiko,
Lambchop,
Lana,
Lance,
Lancelot,
Landor,
Lanny,
Lapina,
Lapis,
Laplop,
Laptop,
Laredo,
Larissa,
Larry,
Lars,
Laslo,
Lassie,
Latomus,
Latte,
Lau,
Laufey,
Launcelot,
Laura,
Laurel,
Lauren,
Lavan,"Hebrew, “white”"
Lavender,
Layla,
Lazer,
Lea,
Lea & Perrins,
Leah Marie Grey,Leah
Leap,
Leary,
Lefty,
Legacy,
Leia,
Leila,
Leland,
Leloo,
Lemon,
Lemondrop,
Lena,
Lena Malik,
Lenny,
Lentil,
Leo,
Leonardo,
Leonidas,
Leonie,
Leopold,
Leroy,
Leslie,
Lestat,
Lettuce,
Letty,
Levi,
Leweeze,
Lewis,
Lexie,
LexieGirl,
Lexxi,
Leza,
Lia,
Liam,
Lianne-a-bell,
Libbi,
Libby,
Liberty,
Liberty N Justice,
Lick,
Licks,
Licky,
Licorice,
Lightening,
Lightning,
Lil Bit,
Lil Girl,
Lil Missy,
Lil Pepito,
Lila,
Lilac,
Liliannaloo,
Lilith,
Lillian,
Lillibet,
Lillie,
Lillo,
Lilly,
Lilly Flower,
Lily,
Lily Pond,
Lily Savage,
Linda,
Lindsey,
Lindy,
Linford,
Ling Ling,
Linnet,
Linnie,
Lint,
Linus,
Lion,
Lionel,
Lipstick,
Lisa,
Liselotte,
Lita,
Little,
Little Apache,
Little Beggar,
Little Big Foot,
Little Boy Blue,
Little Brave One,
Little Braveheart,
Little Brown Bear,
Little Bud,
Little Buddy,
Little Bug,
Little Bugger,Bugger
Little Bunny,
Little Cloud,
Little Coney,
Little Ears,
Little Fella,
Little Grey Rabbit,
Little Guy,
Little Joe,
Little King,
Little L,
Little Miss,
Little Miss Muppet,
Little Miss Peanut,
Little Miss Sunshine,
Little Missy,
Little Mite,
Little Nellie,
Little Nutbrown Hare,
Little One,
Little Orphan Annie,
Little Pooper,
Little Richard,
Little Socks,
Little Sophie,
Little Spot,
Little Stevie,
Little Tiger,
Little Tony,
Littledipper,
Littles,
Littlestar,
Livingstone,
Liz,
Liza,
Lizzie,
Lizzy,
Lloyd,
Lobo,
Locke,
Lofty,
Logan,
Lois,
Loki,
Lola,Loe-luh
Lola Bear,
Lollipop,
Lolly,
Lolo,
Lolu,
Lone Ranger,
Lonesome Pine,
Long Ears,
Long Shot,
Lonnie,
Loo Loo Bird,
Looker,
Lookout,
Loopi,
Loopy,
Lop of Love,
Lopez,
Loppet,
Loppy,
Loppy Lou,
Lord Amery Grayer Bunnington,Amery
Lord Neville the Devil,
Lorenzo,
Loretta,
Lotte,
Lottie,
Lotto,
Lotus,
Louie,
Louis,
Louisa,
Louise,
Lovebug,
Lovejoy,
Loverboy,
Lovey,
Lovey-dovey,
Lucas,
Lucee,
Lucia,
Lucifer,
Lucille,
Lucky,
Lucky Charm,
Lucky Jr.,
Lucy,
Lucy Fur,
Lucy Fur Poopalot,
Lucylou,
Ludicrous,
Lugosi,
Luigi,
Luke,
Lumpy,
Luna,
Luna Belle,
Lupetto,"Italian, “little wolf”; m."
Lupi,
Lupin,
Lupo,"Italian, “wolf”; m."
Lyla,
Lyllie,
Lyndon,
M&M,
Mable,
Mac,
MacBunny,
MacGregor,
MacGyver,
Mackenzie,
MacTavish,
Macy,
Mad Max,
Madam Squeak,
Madame,
Madden,
Maddie,
Maddy,
Madeline,
Madelyn,
Madge,
Madison,
Madonna,
Mae,
Maestro,
Mafalda,
Magellan,
Magenta,
Maggie,
Maggie Poole,
Magic,
Magnolia,
Magoo,
Magpie,
Mahana,
Mahatma Bundhi,
Mahmoud Rabbat,aka Bunnu “Mazen”
Maisie,
Maissi,
Maisy,
Maize,
Maizie,
Maizy,
Majesty,
Major,
Major Tom,
Malakai,
Malcolm,
Mali,
Malibu,
Malkin,
Mallory,
Malone,
Malva,
Mama,
Mamacita,
Mama's Boy,
Manager,
Mandy,
Manga,
Mango,
Manny,
Mao Tse-Bun,
Maple,
Maple Nut,
Marble,
Marcel,
Marcie,
Marco,
Marcus,
Mardigan,
Margarita,
Marge,
Margo Bun,
Margot,
Maria,
Marie,
Marigold,
Marijane,
Marilyn Bunroe,
Marilyn Monroe,
Marina,
Mariposa,
Maripus,
Marjorie Poops,
Marker,
Marketa,
Marley,
Marlie,
Marmaduke,
Marmalade,
Marmite,
Marquis,
Mars,
Marshmallow,
Marshmellow,
Martha,
Martin,
"Martin Luther Bun, Jr.",
Martina,
Martini,
Marushka,
Marvin,
Marvyn,
Mary,
Mary Christmas,
Mary Contrary,
Mary Jane,
Marzipan,
Mascot,
Masiy,
Mason,
Master,
Matej,
Matilda,
Matrix,
Maui,
Maureen,
Mausi,
Maverick,
Mavis,
Max,
Maxence-Eva,
Maxi,
Maxima,
Maximilian,
Maximillion,
Maximino,
Maximoto,
Maximus,
Maxine,
Maxwell,
Maxxx,
May,
May Bell,
May Day,
Maya,
Maybe,
Maybellien,
Mayhem,
Mayhew,
Maynerd,
Maz,
McDuff,
McDuffy,
McGregor,
McGwire,
McKenzie,
Mckinley,
McTavish,
Meadow,
Meanie,
Meatloaf,
Medge,
Meeko,
Meena,
Meep,
Meg,
Megan,
Meggie,
Meimei,
Mein Hare,
Mel,
Melba,
Mellow,
Melody,
Melrose,
Melvin Bodie,
Me-me,
Me-mel,
Menace,
Menzies,
Meow,
Meranda,
Mercedes,
Mercury,
Mercy,
Merde,
Meredith,
Meringue,
Merlin,
Mesha,
Messy,
MeToo,
Metric,
Mette,
Mette-Marit,
Mia,
Miami,
Micah,
Micetto,"Italian, “little kitten”; m."
Michael,
Michaela Rose,
Michaelea,
Michelle,
Mick,
Mickey,
Micro,
Midge,
Midget,
Midnight,
Midnight Moon,
Midnight Star,
Mietta,
Miffy,
Mighty Coco Pepper,
Mighty Murphy,
Miguel,
Mij,
Mika,
Mikan,
Mike,
Mikey,
Mikhail,
Mikki,
Mikki Slay,
Mila,
Milagro,
Mildred,
Miley,
Milhous,
Milks,
Milkshake,
Milky,
Milky Way,
Milla,
Miller,
Millie,
Milly,
Milly-Mop,
Milo,
Milton,
Mimi,Mimsers
Mimico,
Mimosa,
Mimsy,
Mimzy,
Min pins,
Mindy,
Ming,
Minibun,Minibuns
Minime,
Miniwheat,
Minky,
Min-Min,
Minnie,
Minou,
Minstrel,
Mint,
Minty,
Minx,
Minxie,
Mio,
Mira,
MirandaBunny,
Mirri,
Misa,
Mischa,
Mischief,
Misdemeanor,
Misery,
Misfit,
Misha,
Mishka,
Misika,
Misiu,
Miss Abigail Fluffypaws Nimble,Abbey
Miss Bun Caerbannog,Princess Devil Fluff
Miss Bunnie,
Miss Bunny,
Miss Bunnypenny,
Miss Chevious,
Miss December,centerfold rabbit
Miss Hap,
Miss Honey,
Miss Honeybuns,
Miss Hop,
Miss Isabelle,Izzy for short
Miss Lily,
Miss Muffit,Muff for short
Miss Pepper,
Miss Priss,
Miss Sara Poopalot,
Miss Tiny,
Miss Tutu,
Miss-CC,
Misse,
Missie,
Mission Impossible,
Mississippi,
MissTribblez,
Missy,
Mister Hoppy Floppy Paws,
Mistletoe,
Mistral,
Mistress Mink,
Misty,
Mitch,
Mitchum,
Mitho,
Mitsu,
Mitsy,
Mittens,
Mitzy,
Mixie,
MJ,
Moby,
Mocha,
Mocha Java,
Mochachino,
Mochachip,
Mocho,
Modesty,
Moe-Man,
Moet,
Moffet,
Moggy,
Mogio,
Mogwhi,
Möhrle,
Mojo,
Moki,
Moko,
Mokona,
Moley,
Molko,
Mollie,
Molly,
Molly Silverpaws,
Molson,
Molson Canadian,
Moment,
Momiji,
Monday,
Monet,
Money,
Mongo,
Mongo Christmas,
Monique,
Monkey,
Monty,
Moo Moo,
Moochie,
Moody,
Moogie,
Mookie,
Mookie Roux,
Moon,
Moonbeam,
Moonie,
Moonlight,
Moonshadow,
Moonshine,
Moose,
Moose-Child,
Moostash,
Mop,
Mopatop,
Moppet,
Moppy,
Mops,
Mopsy,
Moptop,
Morag,
Morello,
Morgan,
Mork,
Morning,
Morning Dew,
Morning Glory,
Morning Lily,
Morrighan,
Morris,
Morrison,
Mortar,Mort
Morticia,
Mortimer,
Moses,
Mossy,
Motley,
Mottley,
Mouldy,
Moupi,
Mouse,
Mousey,
Moustache,
Mousy,Mousey
Moxie,
Mozart,
Mr. Babbit,
Mr. Ben,
Mr. Big,
Mr. Bigglesworth,
Mr. Bobtail,
Mr. Bojangles,
Mr. Bun,
Mr. Bun Bunns,
Mr. Bunjovi,
Mr. Bunno,
Mr. Bunny,
Mr. Butterpants,
Mr. Chips,
Mr. Cotton-tail,
Mr. Darcy,
Mr. Desmond Boom Feathers,
Mr. Ed,
Mr. Fitz,
Mr. Fluffles,
Mr. Fluffy,
Mr. Fluffypants,
Mr. Fuzzlebuns,
Mr. Gable,
Mr. Grumpy,
Mr. Guy Pretty,
Mr. Magoo,
Mr. Miyagi,
Mr. Momiji,
Mr. Moose,
Mr. Muncha,
Mr. Naughty,
Mr. Nice,
Mr. Nubbins,
Mr. Pants,
Mr. Paper,
Mr. Paws,
Mr. Peabody,
Mr. Peepers,
Mr. Peterson,
Mr. Pibb,
Mr. President,
Mr. Skid,
Mr. Sly,
Mr. Smith,
Mr. Snuggle Bunny,
Mr. Soggy,
Mr. Sparkles,
Mr. T,
Mr. Tiger Ears,"Mr. T, Tiger"
Mr. Tiggles,
Mr. Velvet Ears,
Mr. Whiskers,
Mr. Wigglesworth,Wiggies
Mr. Wiskers,
Mr. Wizzer,
Mrs. Flump,
Mrs. Potter,
Mrs. Rabbit,
Mrs. Snuggle Bunny,
Mrs. Whiskers,
Ms. Bunny,
Ms. Wiggles,
Muchos Gracias,GrassyAss
Muchos Graciass,
Muckin,
Mucky,
Mucky Paws,
Mud Pie,
Muddy,Paws
Mudpie,
Mudslide,
Muff,
Muffet,
Muffie,
Muffin,
Muffy,
Muggs,
Mugs,
Mulberry,
Mulder,
Mulle,
Mulligan Man,
Munchaloo,
Munchie,
Munchkin,Munchkins
Munrow Pickles,
Munshkin,
Muppet,
Murdoch,
Murgatroid,
Murphy,
Murray,
Mustache Pete,
Mustafa,
Mustang,
Mustard,
Mutley,
Muzrri,
Myfanwy,
Myka,
Myra,
Myrtle,
Mysin,
Mystery,
Mysti Swan,
Mystic,
Mystique,
Nacho,
Nadjers,
Nadya,
Naithen,f.
Näiväle,
Nakita,
Nàl,
Nala,
Nalla,
Nancy,
Nancy Drew,
Nanna,
Nanuk,
Napier,
Napoleon,
Napper,
Nari,
Narnia,
Nash,
Nasubi,
Natasha,
Nate,
Nathen,
Natosha,
Navigator,
Nebby,
Nectarine,
Neepy,
Nefertini,
Nefertiti,
Neiman,
Nekkid Bunny,
Neko,
Nellie,
Nelly,
Nelson,
Nelthilta,
Nemie,
Nemo,
Neo,
Neptune,
Nero,
Neroli,
Nestle,
Nettie,
Nettles,
Nevada,
Newton,
Nibbler,
Nibbler Master,
Nibbles,
Nibblet,
Nibblet De Burrows,
Niblet,
Nibs,
Nice,
Nicholas,
Nick,
Nickel,
Nickelby,
Nickers,
Nicki,
Nicko Janick Murry,
Nicky,
Nico,
Nicodemus,
Nicolas,
Nicollow,
Nifty,
Nigel,
Nightmare,
Nightshade,
Nika,"Russian, pronounced “nee-kah”"
Nike,
Nikhita,
Niki,
Niki Coquette,
Nikita,
Nikki,
Niko,
Niles,
Nilla,
Nimbus,
Nimmy,
Nimrod,
Nina,
Nini,
Ninja,
Nipper,
Nippy,
Nipsy,
Nite,
Nitro,
Nitzel,
Niza,
Noah,
Nocciolina,"Italian, “hazelnut”; f."
Noddy,
Noel,
Noelle,
Noisette,"French, “hazelnut”"
Nona,
Noodle,Noodles
Noodlebutt,
Noodles,
Nora,
Norboerboel's Mighty Zebulon,Zeb
Norman,
Norman Bates,
Norris,
Northwestern,
Norton moon,
Nosey,
Notorious B.U.N.,
Nubble,
Nudge,
Nugget,
Numpty,
Nuncio,
Nutcake,
Nutcase,
Nutkin,
Nutmeg,
Nutt,
Nutter Butter,
Nutty,
Nuzzle,
Oatmeal,
Obe,
Obelix,
Obi Wan,
Octavia,
Odara,
Oddsock,
Oedipus,
Oggy,
Okalani-Hawaiian,
Olaf,
Olay,
Ole,
Oletta,
Olga,
Olive,
Olive Oil,
Olive Oyl,
Oliver,
Olivette,
Olivia,
Ollie,
Olly,
Olympia,
Omar,
Omaz,
Omega,
Omelet,
Omptah,
Ona,
Ondrej,
Onion,
Online Caroline,
OnoMae,
Onslow,
Ontaria,
Onyx,
Oogli Ardbark,
Oolong,
Oops,
Oot,
Opal,
Ophelia,
Opie,
Oprah,
Opus,
Orbit,
Orbite,
Oreo,
Oreo Cookie,
Orion,
Orlando,
Orsetto,"Italian, “little teddy bear”; m."
Orsino,"Italian, “little bear”; m."
Orsola,
Orville,
Orwig,
Osama bun Lagomorph,
Osborne,
Oscar,
Oshawa,
Oso,
Osy,
Othello,
Otis,
O-Town,
Otter,
Otto,
Otus,
Owen,
Owl,
Oz,
Ozzie,
Ozzy,
Pablo,
Pac Man,
Pacha,
Pacific,
Pacino,
Paco,
Paddie,
Paddington,
Paddy,
Pagan,
Page,
Paige,
Paisley,
Paka,
Pal,
Pallina,"Italian, “little ball”; f."
Pallino,"Italian, “little ball”; m."
Palmer,
Paloma,
Palomino,
Pam,
Pamela,
Pammy,
Pan,
Pancake,
Pancho,
Panda,
Pandora,Pando
Pansy,
Panto,
Paperchase,
Paperina,"Italian, “little duck”; f."
Paperino,"Italian, “little duck”; m."
Pa'Pi'to,
Pappy,
Papya,
Parfait,
Paris,
Parsley,
Parsnip,
Partner,
Parvati,
Pasha,
Pashmina,
Pasqualino,"Italian, “relating to Easter”; m."
Pasquila,
Pastelle,
Pat,
Pat Mustard,
Patagonia,Pat
Patch,Patches
Patches,
Patchey,
Patience,
Patrick,
Patsy,
Patti,
Patty,
Patty Cake,
Pattycake,
Paul,
Paula,
Paulinus,
Paulo Conelho,
Pavlova,
PawPaw,
Paws,
PC,
Peabo Bryson,
Peabody,
PeaBum,
Peaches,
Peachy,
Peanut,
Peanut Butter,
Peanut Butter Cup,
Peapod,
Pear,
Pearl,
Peat,Pete
Pebbles,
Pecan,
Pede,
Pedro,
Peekaboo,
Peek-a-Boo,
Peepers,
Pegasus,
Peggy,
Pele,
Pendleton,Penny
Penelope,
Penelope Peanut,
Penguin,
Penn,
Penny,
Penny Paulene,
Pensey,
Peonie,
Peony,
Pepe,
Pepe Le Pew,
Pepi,
Pepie,
Pepper,
Pepper Lopez,
Pepper Rhea,
Peppermint,
Peppermint Patty,
Peppermiz,
Peppino,
Peppy,
Peppy Lady,
Pepsi,
Percival,
Percy,
Perdy,
Perfect Cut,
Periwinkle,
Perky,
Perros,
Perry,
Persephone,
Perseus,
Persil,for white bunnies
Perspective,
Peru,
Perz,
Peshi,
Pesky,
Peso,
Pestle,Pest
Petal,
Petchin,
Pete,
Pete My Wicked Rabbit,
Peter,
Peter Cottontail,
Peter Max Junior,Art Bunny
Peter Pan,
Peter Pipper,
Peter Rabbit,
Peterkin,
Peterloo,
Peterson,
Petey Rabbit,
Petit Pain,
Petra,
Petula,
Petunia,
Pewter,
Peyton,
Pez,
Pez D. Spenser,
Phaesta,
Pharaoh,
Pharos,
Philbert,
Philip,
Phodulla,
Phoebe,
Phoenix,
Phoxquest,
Phred,
Phyllis,
Pi,
Picasso,
Piccolo,Italian “little”; m.
Pickin,
Pickle,
Pickles,
Pierino,"Italian, “little Peter”"
Pierre,
Pierre Escargot,
Pierre le lepon,"French, “Peter the Rabbit”"
Pig Pen,
Pigalow,
Piggy,
Piglet,
Pikachew,
Pikachu,
Pike,
Pilkku,
Pillow,
Pillsbury,
Pinecone,
Pinenut,
Ping Pong,
Pink,
Pink Pea,
Pinkerton,
Pinky,
Pinny,
Pinolo,"Italian, “pinenut”; m."
Pip,Pips
Piper,pay the Piper
Pipkin,
Pippa,
Pippin,
Pippo,
Pipsqueak,
Piqua,
Pirate,
Pistachio,
Pistol,
Pitch,
Pixel Vander Buns,
Pixie,
PJ,
Placido,
Plato,
Play,
Playboy,
Plop,
Plucky,
Plum,
Plume,
Plushies,
Pluto,
Poco,
Pod,
Podge,
Poe,
Pogo,
Poincaré,
Poinsettia,
Poke-a-dot,
Pokey,
Polar,
Polka Dot,
Polly,
Polly Pompits,
Polo,
Pom Pom,
Pomelo,
Pomeroy,
Pomfrit,
Pommy,
Ponce,
Ponch Sport Loco,Poncho
Ponga,
Poo,
Pooch,
Poochie,
Poodle,
Pooh,
Pooka,
Pooker Dooker,
Pookie,
Pookie-poo,
PooPoo,
Poopsie,
Pootie Tang,
Pootle,
Poots,
Pop,
Popcorn,
Popeye,
Poppet,
Poppy,
Poppy Lop,
Popsey,Pops
PopTart,
Porkchop,
Porridge,
Porsche,
Porter,
Porthos,
Poser,
Possum,
Posy,
Pot Pie,
Potroast,
Powder,
Powderpuff,
Prada,
Praline,
Prana,
Prancer,
Precious,
Precious One,
Precious Purzmore,
Presto,
Preston,
PrettyThing,
Pretzel,Pretz
Priceless,
Pricilla,
Pride,
Primrose,
Prince,
Prince Charming,
Prince El-ahrairah Casper Fiver,
Prince George,
Prince Shontom,
Princes,
Princess,
Princess Babycakes,
Princess BunBun,
Princess Priscilla,
Princess Sophia,
Princessa,
Pringle,
Prinssi,
Prinz,
Priscilla,AKA Prissy
Prism,
Prisom,
Prissy,
Professor Hubert J. Farnsworth,Bert
Professor Rabbit Winston,
Projectile,
Promise,
Providence,
Prue,
Prune,
Prunella,
Psycho,
Psycho Bunny,
Puck,
Pud,
Puddin,
Puddin’ Pie,Puddin’
Pudding,
Puddle,Puddles
Puddleduck,
Puddles,
Pudge,
Pudgie,
Puff,
Puff the Magic Bunny,
Puffdaddy,
Puffer,
Puffy,
Pug,
Pug Face,
Pugs,Pugsley
Pugsli,
Pugsy,
Puku,
Pulcino,"Italian, “chick”; m."
Puma,
Pumba,
Pumpernickle,
Pumpkin,
Pumpkin Butt,
Punch,
Punkers,
Punkin,
Punkinpooh,
Pup,
Puppy,
Pups,
Purdy,
Purple Princess,
Pushkin,
Puss,
Pussywillow,
Puzzle,
Pyewacket,
Pythagoras,
Q-Tip,
Quake,
Quaker,
Quartz,
Quasar,
Quax,
Quayle,
Queen,
Queen Hopadolla,for Queen Amidala in Star Wars
Queen Isabunny,for Queen Isabella
Queenie,
Quentin,
Quetzal,
Quick Draw,
Quiet,
Quietly,
Quigley,
Quincey,
Quincy,
Quinn,
Quinton,
Quique,
Quiz,
Quizzy,
R.J.,
Rab,
Rab C. Nesbit,
Rabbie,
Rabbit,
Rabbit Hood,
Rabbit Redford,
Rabbly,
Rabelais,
Rabi Shankar,
Rabinski,
Rabitat Tat,
Rabscuttle,
Rabundranath Tagore,
Racey,
Racey Lady,
Rachel,
Radar,
Rado,
Raffles,
Rags,
Ragwort,
Rahni,
Raider,
Rain,
Rainbow,
Rainbow Bright,
Raindrop,
Rainy,
Raisen,
Raisin,
Raisin Master,
Raisin Roger,
Ralley,
Ralph,
Ralphie,
Ralphy,
Rambler,
Ramblin Rose,
Rambo,
Rambutan,
Ramses,
Ramsey,
Randi,
Randy,
Ranger,
Rasberry,
Rascal,
Rascal E. Rabbit,
Rascal T,
Rasky,
Raspberry,
Rasta,
Raul,
Raven,
Raymond,
Raz,
Razz,
Razzle,
Reba,
Rebel,
Receipt,
Red,
Redbone,
Reebok,
Reece,
Reenie,
Reeses,
Reeses Pieces,
Reggie,
Reginald,
Reginald Tokki Hatter,"Korean, “tokki” is rabbit"
Regis,
Reilly,
Reinna,
Rejar,
Rembrandt,
Remington,
Remmington,
Remote,
Remy,
Rena,
Renegade,
Reposado,tequilas
Rerun,
Respect,
Reu,
Reuben,
Reul,
